,playerId,teamId,role,name,team,eliminations_avg_per_10m,deaths_avg_per_10m,hero_damage_avg_per_10m,healing_avg_per_10m,ultimates_earned_avg_per_10m,final_blows_avg_per_10m,time_played_total,total_elims,total_deaths,total_hero_damage,total_healing,total_ultimates,total_final_blows
0,5197,7697,flexdps,Ado,WAS,9.120878018300383,5.0303024222141515,4405.7663150046055,8807.732276629293,4.422243887660792,2.211121943830396,10854.21817958355,165.0,91.00000000000001,79701.91471886636,159335.07966315746,80.0,40.0
1,8675,7693,flexdps,Adora,HZS,14.18563433885192,4.298677072379371,4294.318757279122,8900.980565242058,4.728544779617307,2.794140097046591,2791.5565179586406,65.99999999999999,20.0,19979.722528457638,41412.65052187443,21.999999999999996,12.999999999999998
2,4142,4405,flexdps,Agilities,VAL,16.150559822420885,5.354884196440968,6156.822336223007,10169.465795736909,5.498062918270938,3.5508323013833154,20952.834064006805,564.0,187.00000000000003,215004.7946207523,355131.88222944725,191.99999999999997,124.00000000000001
3,8751,7695,flexsupport,Aid,TOR,16.253043547234082,4.9206462115479335,7053.51855825331,10708.957094708821,4.721832223202561,3.181023813525936,12071.585203707216,327.0,99.0,141911.91710314155,215456.81335270405,94.99999999999999,63.99999999999999
4,5863,4402,flexsupport,AimGod,BOS,13.835938030898076,4.788093113317951,7463.632783952406,10094.318822524812,4.788093113317951,3.5332825043104874,18170.072707653046,418.99999999999994,145.00000000000003,226024.5839127302,305690.84489917755,145.00000000000003,107.0
5,3985,4523,maindps,aKm,DAL,21.946288102541228,4.476408945103173,10386.12685537972,18.997010588526205,4.9121655680778185,6.932491729142082,15146.069278180601,554.0000000000002,113.0,262181.66147258884,479.5500640869139,124.00000000000001,175.0
6,8672,4402,mainsupport,alemao,BOS,13.045985441951409,4.711050298482453,4793.268094141436,4990.147961771174,3.261496360487852,1.8119424224932512,1655.6817494630814,36.0,13.0,13226.877506256107,13770.161512374878,9.0,5.0
7,8812,7692,maintank,ameng,CDH,15.66247576904104,6.4105265868862675,7212.749221163092,0.0,4.677951833673763,4.3314368830312615,17315.270203709602,451.9999999999999,184.99999999999997,208151.1694600582,0.0,135.0,124.99999999999999
8,4841,4403,mainsupport,Anamo,NYE,19.06873482811984,1.8271435810916223,5164.348214370417,6250.91697723055,3.4881832002658237,2.0929099201594945,18060.977988541126,574.0,55.0,155455.29904150963,188162.78988993168,104.99999999999999,62.99999999999999
9,6981,4407,flexdps,Apply,FLA,12.750649274433473,6.4540323487873135,5008.681171845823,7427.3701043369165,4.879878117375773,2.990893039681925,3811.5706074237823,81.0,41.0,31818.23656094074,47183.24263358117,30.999999999999993,18.999999999999996
10,5715,4404,flexdps,Architect,SFS,15.222207120647465,4.4487436303300685,5243.971435991112,8473.734890062495,4.823938876261519,3.751952459314516,11194.171689391134,284.0,82.99999999999999,97836.52764791247,158094.07201623914,89.99999999999997,70.0
11,4652,4403,mainsupport,ArK,NYE,10.032708095530491,2.767643612560136,3005.7645935554997,5154.747516908129,2.421688160990119,1.037866354710051,1734.3273455500605,29.0,8.000000000000002,8688.29954814911,14900.032629966736,7.000000000000002,3.000000000000001
12,5878,4402,maintank,Axxiom,BOS,13.589014561645525,6.323051673581997,7227.732158597082,0.0,3.7716448579261033,3.3833872990219462,10817.5614451766,245.00000000000003,113.99999999999996,130310.72789150472,0.0,67.99999999999997,60.999999999999986
13,8896,7692,maindps,Baconjack,CDH,14.551813971623124,5.8532436086975705,6800.095278312441,34.20805244949487,4.308637656402378,6.259718859301567,7380.523157417773,178.99999999999994,71.99999999999999,83647.10112372038,420.7888721227645,52.999999999999986,76.99999999999999
14,4624,4525,maindps,Bani,HOU,14.522001182233842,5.350210961875625,6364.565789283623,7591.461944926478,4.2037371843308495,3.057263406786072,1570.0315482616425,38.0,13.999999999999998,16654.28180027008,19864.724584937096,11.000000000000002,7.999999999999999
15,8676,7693,flexdps,Bazzi,HZS,16.5036620037162,5.774418985498898,5503.679276534318,7775.017480048084,4.731298136505548,4.023466131831491,16105.516456902029,443.0,155.00000000000003,147732.6619362235,208701.11996269226,127.0,108.00000000000003
16,4655,4410,flexsupport,Bdosin,LDN,15.702300680781779,3.791531139993649,8042.424874606231,8114.89603012805,4.442602143830942,4.251110672114091,15666.494038105013,410.0,99.0,209994.33558320996,211886.6171264052,115.99999999999999,111.0
17,8731,7693,flexsupport,BEBE,HZS,15.341650317994885,4.319885747435402,7998.525272810022,10387.411387359409,5.167713791324592,2.9472117716148065,14861.50415855646,380.00000000000006,107.0,198116.86100697514,257287.59588313097,127.99999999999999,73.0
18,8708,7694,maintank,BenBest,PAR,14.295499713860785,7.194774527041777,7348.0684503969105,0.0,4.608417670915649,4.232220310024575,12759.260162353516,303.99999999999994,153.0,156259.8617489934,0.0,98.00000000000001,90.0
19,4643,4406,mainsupport,BigG00se,GLA,14.195697308875205,4.858733511903679,4816.953090633448,4848.459193531321,3.336720604560357,2.7220615458255546,20499.169126272198,484.9999999999999,165.99999999999997,164572.56013035768,165648.97501671308,113.99999999999994,92.99999999999997
20,4656,4410,maindps,BIRDRING,LDN,17.051886520350234,4.939167130032484,9647.421402473788,12.965313492032564,4.351171043123855,6.8207546081400965,5102.074770212174,145.0,42.000000000000014,82036.44222527744,110.24999809265141,37.000000000000014,58.000000000000014
21,8184,4402,flexdps,blase,BOS,14.696070457806261,6.2086769574552285,4833.68254815024,8706.787593344667,4.821632105257784,3.1043384787276147,18168.121932089332,445.00000000000006,188.0,146364.8898596764,263643.2977211476,146.0,94.00000000000001
22,4625,4525,mainsupport,Boink,HOU,12.00069316790435,4.8138373724362085,3867.820518402989,5888.126498675203,3.288325529058537,2.2713176334734224,17698.977636396885,354.0,142.0,114094.11476135252,173689.69870054722,97.0,67.00000000000001
23,4079,4524,flexsupport,Boombox,PHI,17.346763705993162,4.870766163751775,7910.898601085082,8965.245091198592,5.127122277633447,4.528958011909545,14042.965254426004,406.0000000000001,114.00000000000004,185154.12364387515,209831.04218852523,120.00000000000003,106.00000000000001
24,8704,4407,maindps,bqb,FLA,19.03304466959879,4.848722406323646,9268.42469272694,57.36636059745719,4.486877450627851,5.21056736201944,16581.687558591366,526.0,134.0,256143.5373585522,1585.3851130008698,123.99999999999999,144.0
25,8771,7696,maintank,BUMPER,VAN,17.538256442514818,6.1291590935946525,8939.206726730728,0.0,5.2060929650412415,5.6860873518890145,16250.190030813215,474.9999999999999,165.99999999999997,242106.34672349686,0.0,140.99999999999997,153.99999999999994
